"NVP_BID_NR","SVC_GRP_NR","CNY_CD","CCY_CD","MVM_DRC_CD","SVC_FEA_TYP_CD","SVM_TYP_CD","PKG_CHA_TYP_CD","PKG_ACQ_MTH_TYP_CD","ASY_SVC_TYP_CD","ASY_UNT_QY","ASY_LIS_RVN_A"
"P000023069","AJDWGZX","US","USD","N","ALL","GND","ALL","ALL","GDL",21,48.38
"P000023069","AJDWGZY","US","USD","N","ALL","GND","ALL","ALL","RES",20,68
"P000023069","AJDWHBA","US","USD","N","ALL","ALL","ALL","ALL","LPS",1.5,105.21
"P000023069","AJDWHBB","US","USD","N","ALL","GND","ALL","ALL","LPS",1.5,105.21
"P000023069","AJDWHBC","US","USD","E","ALL","ALL","ALL","ALL","FSC",0.31,0.49
"P000023069","AJDWHBD","US","USD","N","ALL","1DA","ALL","ALL","FSC",2.5,12.16
"P000023069","AJDWHBE","US","USD","N","ALL","1DA","ALL","ALL","GDL",0.2,0.58
"P000023069","AJDWHBF","US","USD","N","ALL","ALL","ALL","ALL","ADC",0.4,5.68
"P000023069","AJDWHBG","US","USD","N","ALL","ALL","ALL","ALL","ALP",5.2,2.6
"P000023069","AJDWHBH","US","USD","N","ALL","GND","ALL","ALL","AHC",21.5,227.1
"P000023069","AJDWHBI","US","USD","N","ALL","GND","ALL","ALL","FSC",408.9,393.16
"P010031328","AJCCKCC","US","USD","N","ALL","ALL","ALL","ALL","ALP",45.5,22.74
"P010031362","AJDMJFE","US","USD","N","ALL","GND","ALL","ALL","RES",10,34
"P020031133","ADVDDHE","US","USD","N","ALL","1DA","ALL","ALL","RES",1,3.65
"P020031133","ADVDDHG","US","USD","N","ALL","1DP","ALL","ALL","RES",1,3.65
"P020031133","ADVDDHJ","US","USD","N","ALL","2DM","ALL","ALL","RES",1,3.65
"P020031133","ADVDDHK","US","USD","N","ALL","2DA","ALL","ALL","RES",1,3.65
"P020031133","ADVDDHL","US","USD","N","ALL","3DS","ALL","ALL","RES",1,3.65
"P020031133","ADVDDHT","US","USD","N","ALL","GND","ALL","ALL","RES",1,3.25
"P020031133","ADVDDHW","US","USD","E","ALL","EXW","ALL","ALL","GDL",0,0
"P020031133","ADVDDHX","US","USD","E","ALL","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDHY","US","USD","E","ALL","WWS","ALL","ALL","GDL",0,0
"P020031133","ADVDDHZ","US","USD","E","ALL","WXP","ALL","ALL","GDL",0,0
"P020031133","ADVDDJA","US","USD","E","ALL","WXP","ALL","ALL","GFP",0,0
"P020031133","ADVDDJB","US","USD","E","ALL","WXS","ALL","ALL","GDL",0,0
"P020031133","ADVDDJC","US","USD","E","ALL","XPD","ALL","ALL","GDL",0,0
"P020031133","ADVDDJD","US","USD","E","ALL","XPR","ALL","ALL","GDL",0,0
"P020031133","ADVDDJE","US","USD","I","ALL","3DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDJF","US","USD","I","ALL","3DM","ALL","ALL","GPU",0,0
"P020031133","ADVDDJG","US","USD","I","ALL","EXW","ALL","ALL","GDL",0,0
"P020031133","ADVDDJH","US","USD","I","ALL","EXW","ALL","ALL","GPU",0,0
"P020031133","ADVDDJI","US","USD","I","ALL","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDJJ","US","USD","I","ALL","GND","ALL","ALL","GPU",0,0
"P020031133","ADVDDJK","US","USD","I","ALL","WWS","ALL","ALL","GDL",0,0
"P020031133","ADVDDJL","US","USD","I","ALL","WWS","ALL","ALL","GPU",0,0
"P020031133","ADVDDJM","US","USD","I","ALL","WXP","ALL","ALL","GDL",0,0
"P020031133","ADVDDJN","US","USD","I","ALL","WXP","ALL","ALL","GFD",0,0
"P020031133","ADVDDJO","US","USD","I","ALL","WXP","ALL","ALL","GPU",0,0
"P020031133","ADVDDJP","US","USD","I","ALL","WXS","ALL","ALL","GDL",0,0
"P020031133","ADVDDJQ","US","USD","I","ALL","WXS","ALL","ALL","GPU",0,0
"P020031133","ADVDDJR","US","USD","I","ALL","XPD","ALL","ALL","GDL",0,0
"P020031133","ADVDDJS","US","USD","I","ALL","XPD","ALL","ALL","GPU",0,0
"P020031133","ADVDDJT","US","USD","I","ALL","XPR","ALL","ALL","GDL",0,0
"P020031133","ADVDDJU","US","USD","I","ALL","XPR","ALL","ALL","GPU",0,0
"P020031133","ADVDDJV","US","USD","N","ALL","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDJW","US","USD","N","FFC","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDJX","US","USD","N","SCR","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDJY","US","USD","N","SFC","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDJZ","US","USD","N","SFR","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDKA","US","USD","N","SPB","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDKB","US","USD","N","SPR","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDKC","US","USD","N","STC","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDKD","US","USD","N","STP","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDKE","US","USD","N","STR","1DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDKF","US","USD","N","ALL","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKG","US","USD","N","FFC","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKH","US","USD","N","SCR","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKI","US","USD","N","SFC","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKJ","US","USD","N","SFR","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKK","US","USD","N","SPB","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKL","US","USD","N","SPR","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKM","US","USD","N","STC","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKN","US","USD","N","STP","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKO","US","USD","N","STR","1DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDKP","US","USD","N","ALL","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKQ","US","USD","N","FFC","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKR","US","USD","N","SCR","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKS","US","USD","N","SFC","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKT","US","USD","N","SFR","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKU","US","USD","N","SPB","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKV","US","USD","N","SPR","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKW","US","USD","N","STC","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKX","US","USD","N","STP","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKY","US","USD","N","STR","1DP","ALL","ALL","GDL",0,0
"P020031133","ADVDDKZ","US","USD","N","ALL","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLA","US","USD","N","FFC","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLB","US","USD","N","SCR","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLC","US","USD","N","SFC","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLD","US","USD","N","SFR","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLE","US","USD","N","SPB","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLF","US","USD","N","SPR","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLG","US","USD","N","STC","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLH","US","USD","N","STP","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLI","US","USD","N","STR","2DA","ALL","ALL","GDL",0,0
"P020031133","ADVDDLJ","US","USD","N","ALL","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLK","US","USD","N","FFC","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLL","US","USD","N","SCR","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLM","US","USD","N","SFC","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLN","US","USD","N","SFR","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLO","US","USD","N","SPB","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLP","US","USD","N","SPR","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLQ","US","USD","N","STC","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLR","US","USD","N","STP","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLS","US","USD","N","STR","2DM","ALL","ALL","GDL",0,0
"P020031133","ADVDDLT","US","USD","N","ALL","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDLU","US","USD","N","FFC","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDLV","US","USD","N","SCR","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDLW","US","USD","N","SFC","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDLX","US","USD","N","SFR","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDLY","US","USD","N","SPB","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDLZ","US","USD","N","SPR","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDMA","US","USD","N","STC","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDMB","US","USD","N","STP","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDMC","US","USD","N","STR","3DS","ALL","ALL","GDL",0,0
"P020031133","ADVDDMD","US","USD","N","ALL","GND","ALL","ALL","GDL",5.9,13.53
"P020031133","ADVDDME","US","USD","N","FFC","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDMF","US","USD","N","SCR","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDMG","US","USD","N","SFC","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDMH","US","USD","N","SFR","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDMI","US","USD","N","SPB","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDMJ","US","USD","N","SPR","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDMK","US","USD","N","STC","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDML","US","USD","N","STP","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDMM","US","USD","N","STR","GND","ALL","ALL","GDL",0,0
"P020031133","ADVDDMN","US","USD","N","ALL","USB","ALL","ALL","GDL",0,0
"P020031133","ADVDDMO","US","USD","N","ALL","USG","ALL","ALL","GDL",0,0
"P020031133","ADVDDMP","US","USD","N","ALL","USL","ALL","ALL","GDL",0,0
"P020031133","ADVDDMQ","US","USD","N","ALL","USM","ALL","ALL","GDL",0,0
"P020031133","ADVDDMR","US","USD","N","CFC","1DA","ALL","REG","GDL",0,0
"P020031133","ADVDDMS","US","USD","N","CTP","1DA","ALL","REG","GDL",0,0
"P020031133","ADVDDMT","US","USD","N","CWT","1DA","ALL","REG","GDL",0,0
"P020031133","ADVDDMU","US","USD","N","CFC","1DP","ALL","REG","GDL",0,0
"P020031133","ADVDDMV","US","USD","N","CTP","1DP","ALL","REG","GDL",0,0
"P020031133","ADVDDMW","US","USD","N","CWT","1DP","ALL","REG","GDL",0,0
"P020031133","ADVDDMX","US","USD","N","CFC","2DA","ALL","REG","GDL",0,0
"P020031133","ADVDDMY","US","USD","N","CTP","2DA","ALL","REG","GDL",0,0
"P020031133","ADVDDMZ","US","USD","N","CWT","2DA","ALL","REG","GDL",0,0
"P020031133","ADVDDNA","US","USD","N","CFC","2DM","ALL","REG","GDL",0,0
"P020031133","ADVDDNB","US","USD","N","CTP","2DM","ALL","REG","GDL",0,0
"P020031133","ADVDDNC","US","USD","N","CWT","2DM","ALL","REG","GDL",0,0
"P020031133","ADVDDND","US","USD","N","CFC","3DS","ALL","REG","GDL",0,0
"P020031133","ADVDDNE","US","USD","N","CTP","3DS","ALL","REG","GDL",0,0
"P020031133","ADVDDNF","US","USD","N","CWT","3DS","ALL","REG","GDL",0,0
"P020031133","ADVDDNG","US","USD","N","CFC","GND","ALL","REG","GDL",0,0
"P020031133","ADVDDNH","US","USD","N","CTP","GND","ALL","REG","GDL",0,0
"P020031133","ADVDDNI","US","USD","N","CWT","GND","ALL","REG","GDL",0,0
"P020031133","ADVDDTK","US","USD","N","ALL","ALL","ALL","ALL","ALP",55.3,27.66
"P020031133","ADVDDTL","US","USD","N","ALL","ALL","ALL","ALL","ERL",1,1
"P020031133","AHRSRLP","US","USD","N","ALL","ALL","ALL","ALL","FSC",12.2,10.25
"P020031133","AHRSRQW","US","USD","E","ALL","ALL","ALL","ALL","FSC",0,0
"P020031133","AHRSRVF","US","USD","I","ALL","ALL","ALL","ALL","FSC",0,0
"P020031283","AHZPYVS","US","USD","N","ALL","GND","ALL","ALL","RES",1,3.4
"P020031283","AHZPYVV","US","USD","E","ALL","EXW","ALL","ALL","GDL",0,0
"P020031283","AHZPYVW","US","USD","E","ALL","GND","ALL","ALL","GDL",0,0
"P020031283","AHZPYVX","US","USD","E","ALL","WWS","ALL","ALL","GDL",0,0
"P020031283","AHZPYVY","US","USD","E","ALL","WXP","ALL","ALL","GDL",0,0
"P020031283","AHZPYVZ","US","USD","E","ALL","WXP","ALL","ALL","GFP",0,0
"P020031283","AHZPYWA","US","USD","E","ALL","WXS","ALL","ALL","GDL",0,0
"P020031283","AHZPYWB","US","USD","E","ALL","XPD","ALL","ALL","GDL",0,0
"P020031283","AHZPYWC","US","USD","E","ALL","XPR","ALL","ALL","GDL",0,0
"P020031283","AHZPYWD","US","USD","I","ALL","3DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYWE","US","USD","I","ALL","3DM","ALL","ALL","GPU",0,0
"P020031283","AHZPYWF","US","USD","I","ALL","EXW","ALL","ALL","GDL",0,0
"P020031283","AHZPYWG","US","USD","I","ALL","EXW","ALL","ALL","GPU",0,0
"P020031283","AHZPYWH","US","USD","I","ALL","GND","ALL","ALL","GDL",0,0
"P020031283","AHZPYWI","US","USD","I","ALL","GND","ALL","ALL","GPU",0,0
"P020031283","AHZPYWJ","US","USD","I","ALL","WWS","ALL","ALL","GDL",0,0
"P020031283","AHZPYWK","US","USD","I","ALL","WWS","ALL","ALL","GPU",0,0
"P020031283","AHZPYWL","US","USD","I","ALL","WXP","ALL","ALL","GDL",0,0
"P020031283","AHZPYWM","US","USD","I","ALL","WXP","ALL","ALL","GFD",0,0
"P020031283","AHZPYWN","US","USD","I","ALL","WXP","ALL","ALL","GPU",0,0
"P020031283","AHZPYWO","US","USD","I","ALL","WXS","ALL","ALL","GDL",0,0
"P020031283","AHZPYWP","US","USD","I","ALL","WXS","ALL","ALL","GPU",0,0
"P020031283","AHZPYWQ","US","USD","I","ALL","XPD","ALL","ALL","GDL",0,0
"P020031283","AHZPYWR","US","USD","I","ALL","XPD","ALL","ALL","GPU",0,0
"P020031283","AHZPYWS","US","USD","I","ALL","XPR","ALL","ALL","GDL",0,0
"P020031283","AHZPYWT","US","USD","I","ALL","XPR","ALL","ALL","GPU",0,0
"P020031283","AHZPYWU","US","USD","N","ALL","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYWV","US","USD","N","FFC","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYWW","US","USD","N","SCR","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYWX","US","USD","N","SFC","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYWY","US","USD","N","SFR","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYWZ","US","USD","N","SPB","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYXA","US","USD","N","SPR","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYXB","US","USD","N","STC","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYXC","US","USD","N","STP","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYXD","US","USD","N","STR","1DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYXE","US","USD","N","ALL","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXF","US","USD","N","FFC","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXG","US","USD","N","SCR","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXH","US","USD","N","SFC","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXI","US","USD","N","SFR","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXJ","US","USD","N","SPB","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXK","US","USD","N","SPR","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXL","US","USD","N","STC","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXM","US","USD","N","STP","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXN","US","USD","N","STR","1DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYXO","US","USD","N","ALL","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXP","US","USD","N","FFC","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXQ","US","USD","N","SCR","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXR","US","USD","N","SFC","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXS","US","USD","N","SFR","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXT","US","USD","N","SPB","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXU","US","USD","N","SPR","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXV","US","USD","N","STC","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXW","US","USD","N","STP","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXX","US","USD","N","STR","1DP","ALL","ALL","GDL",0,0
"P020031283","AHZPYXY","US","USD","N","ALL","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYXZ","US","USD","N","FFC","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYYA","US","USD","N","SCR","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYYB","US","USD","N","SFC","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYYC","US","USD","N","SFR","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYYD","US","USD","N","SPB","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYYE","US","USD","N","SPR","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYYF","US","USD","N","STC","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYYG","US","USD","N","STP","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYYH","US","USD","N","STR","2DA","ALL","ALL","GDL",0,0
"P020031283","AHZPYYI","US","USD","N","ALL","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYJ","US","USD","N","FFC","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYK","US","USD","N","SCR","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYL","US","USD","N","SFC","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYM","US","USD","N","SFR","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYN","US","USD","N","SPB","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYO","US","USD","N","SPR","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYP","US","USD","N","STC","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYQ","US","USD","N","STP","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYR","US","USD","N","STR","2DM","ALL","ALL","GDL",0,0
"P020031283","AHZPYYS","US","USD","N","ALL","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYYT","US","USD","N","FFC","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYYU","US","USD","N","SCR","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYYV","US","USD","N","SFC","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYYW","US","USD","N","SFR","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYYX","US","USD","N","SPB","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYYY","US","USD","N","SPR","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYYZ","US","USD","N","STC","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYZA","US","USD","N","STP","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYZB","US","USD","N","STR","3DS","ALL","ALL","GDL",0,0
"P020031283","AHZPYZC","US","USD","N","ALL","GND","ALL","ALL","GDL",0,0
"P020031283","AHZPYZD","US","USD","N","FFC","GND","ALL","ALL","GDL",0,0
