"NVP_BID_NR","SVC_GRP_NR","CNY_CD","CCY_CD","MVM_DRC_CD","SVC_FEA_TYP_CD","SVM_TYP_CD","PKG_CHA_TYP_CD","PKG_ACQ_MTH_TYP_CD","ASY_SVC_TYP_CD","ASY_UNT_QY","ASY_LIS_RVN_A"
"P030031211","AHWBYYG","US","USD","N","STR","GND","ALL","ALL","GDL",0,0
"P030031211","AHWBYYH","US","USD","N","ALL","USB","ALL","ALL","GDL",0,0
"P030031211","AHWBYYI","US","USD","N","ALL","USG","ALL","ALL","GDL",0,0
"P030031211","AHWBYYJ","US","USD","N","ALL","USL","ALL","ALL","GDL",0,0
"P030031211","AHWBYYK","US","USD","N","ALL","USM","ALL","ALL","GDL",0,0
"P030031211","AHWBYYL","US","USD","N","CFC","1DA","ALL","REG","GDL",0,0
"P030031211","AHWBYYM","US","USD","N","CTP","1DA","ALL","REG","GDL",0,0
"P030031211","AHWBYYN","US","USD","N","CWT","1DA","ALL","REG","GDL",0,0
"P030031211","AHWBYYO","US","USD","N","CFC","1DP","ALL","REG","GDL",0,0
"P030031211","AHWBYYP","US","USD","N","CTP","1DP","ALL","REG","GDL",0,0
"P030031211","AHWBYYQ","US","USD","N","CWT","1DP","ALL","REG","GDL",0,0
"P030031211","AHWBYYR","US","USD","N","CFC","2DA","ALL","REG","GDL",0,0
"P030031211","AHWBYYS","US","USD","N","CTP","2DA","ALL","REG","GDL",0,0
"P030031211","AHWBYYT","US","USD","N","CWT","2DA","ALL","REG","GDL",0,0
"P030031211","AHWBYYU","US","USD","N","CFC","2DM","ALL","REG","GDL",0,0
"P030031211","AHWBYYV","US","USD","N","CTP","2DM","ALL","REG","GDL",0,0
"P030031211","AHWBYYW","US","USD","N","CWT","2DM","ALL","REG","GDL",0,0
"P030031211","AHWBYYX","US","USD","N","CFC","3DS","ALL","REG","GDL",0,0
"P030031211","AHWBYYY","US","USD","N","CTP","3DS","ALL","REG","GDL",0,0
"P030031211","AHWBYYZ","US","USD","N","CWT","3DS","ALL","REG","GDL",0,0
"P030031211","AHWBYZA","US","USD","N","CFC","GND","ALL","REG","GDL",0,0
"P030031211","AHWBYZB","US","USD","N","CTP","GND","ALL","REG","GDL",0,0
"P030031211","AHWBYZC","US","USD","N","CWT","GND","ALL","REG","GDL",0,0
"P030031211","AHWBYZD","US","USD","N","ALL","GND","ALL","ALL","RES",10,34
"P040031346","AJBSDHM","US","USD","N","ALL","GND","ALL","ALL","GDL",2500,0.1
"P040031346","AJBSLZD","US","USD","N","FFC","GND","ALL","ALL","GDL",0,0
"P040031346","AJBSLZE","US","USD","N","SCR","GND","ALL","ALL","GDL",0,0
"P040031346","AJBSLZF","US","USD","N","SFC","GND","ALL","ALL","GDL",0,0
"P040031346","AJBSLZG","US","USD","N","SPB","GND","ALL","ALL","GDL",0,0
"P040031346","AJBSLZH","US","USD","N","STC","GND","ALL","ALL","GDL",0,0
"P040031346","AJBSLZI","US","USD","N","STP","GND","ALL","ALL","GDL",0,0
"P040031346","AJBSLZJ","US","USD","N","ALL","ALL","ALL","ALL","GDL",0,0
"P040031346","AJBSLZK","US","USD","E","ALL","ALL","ALL","ALL","GDL",0,0
"P040031346","AJBSLZL","US","USD","E","ALL","ALL","ALL","ALL","GFP",0,0
"P040031346","AJBSLZM","US","USD","I","ALL","ALL","ALL","ALL","GFD",0,0
"P040031346","AJBSLZN","US","USD","I","ALL","ALL","ALL","ALL","GPU",0,0
"P040031346","AJBSLZO","US","USD","I","ALL","ALL","ALL","ALL","GDL",0,0
"P040031346","AJBSLZP","US","USD","N","SPB","1DA","ALL","ALL","GDL",0,0
"P040031346","AJBSLZQ","US","USD","N","SCR","1DA","ALL","ALL","GDL",0,0
"P040031346","AJBSLZR","US","USD","N","SFC","1DA","ALL","ALL","GDL",0,0
"P040031346","AJBSLZS","US","USD","N","FFC","1DA","ALL","ALL","GDL",0,0
"P040031346","AJBSLZT","US","USD","N","STP","1DA","ALL","ALL","GDL",0,0
"P040031346","AJBSLZU","US","USD","N","STC","1DA","ALL","ALL","GDL",0,0
"P040031346","AJBSLZV","US","USD","N","SPB","1DP","ALL","ALL","GDL",0,0
"P040031346","AJBSLZW","US","USD","N","SCR","1DP","ALL","ALL","GDL",0,0
"P040031346","AJBSLZX","US","USD","N","SFC","1DP","ALL","ALL","GDL",0,0
"P040031346","AJBSLZY","US","USD","N","FFC","1DP","ALL","ALL","GDL",0,0
"P040031346","AJBSLZZ","US","USD","N","STP","1DP","ALL","ALL","GDL",0,0
"P040031346","AJBSMBA","US","USD","N","STC","1DP","ALL","ALL","GDL",0,0
"P040031346","AJBSMBB","US","USD","N","SPB","1DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBC","US","USD","N","SCR","1DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBD","US","USD","N","SFC","1DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBE","US","USD","N","FFC","1DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBF","US","USD","N","STP","1DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBG","US","USD","N","STC","1DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBH","US","USD","N","SPB","2DA","ALL","ALL","GDL",0,0
"P040031346","AJBSMBI","US","USD","N","SCR","2DA","ALL","ALL","GDL",0,0
"P040031346","AJBSMBJ","US","USD","N","SFC","2DA","ALL","ALL","GDL",0,0
"P040031346","AJBSMBK","US","USD","N","FFC","2DA","ALL","ALL","GDL",0,0
"P040031346","AJBSMBL","US","USD","N","STP","2DA","ALL","ALL","GDL",0,0
"P040031346","AJBSMBM","US","USD","N","STC","2DA","ALL","ALL","GDL",0,0
"P040031346","AJBSMBN","US","USD","N","SPB","2DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBO","US","USD","N","SCR","2DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBP","US","USD","N","SFC","2DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBQ","US","USD","N","FFC","2DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBR","US","USD","N","STP","2DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBS","US","USD","N","STC","2DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMBT","US","USD","N","SPB","3DS","ALL","ALL","GDL",0,0
"P040031346","AJBSMBU","US","USD","N","SCR","3DS","ALL","ALL","GDL",0,0
"P040031346","AJBSMBV","US","USD","N","SFC","3DS","ALL","ALL","GDL",0,0
"P040031346","AJBSMBW","US","USD","N","FFC","3DS","ALL","ALL","GDL",0,0
"P040031346","AJBSMBX","US","USD","N","STP","3DS","ALL","ALL","GDL",0,0
"P040031346","AJBSMBY","US","USD","N","STC","3DS","ALL","ALL","GDL",0,0
"P040031346","AJBSMBZ","US","USD","E","ALL","GND","ALL","ALL","GDL",0,0
"P040031346","AJBSMCA","US","USD","E","ALL","XPR","ALL","ALL","GDL",0,0
"P040031346","AJBSMCB","US","USD","E","ALL","WXP","ALL","ALL","GDL",0,0
"P040031346","AJBSMCC","US","USD","E","ALL","WXS","ALL","ALL","GDL",0,0
"P040031346","AJBSMCD","US","USD","E","ALL","XPD","ALL","ALL","GDL",0,0
"P040031346","AJBSMCE","US","USD","E","ALL","EXW","ALL","ALL","GDL",0,0
"P040031346","AJBSMCF","US","USD","E","ALL","WWS","ALL","ALL","GDL",0,0
"P040031346","AJBSMCG","US","USD","I","ALL","GND","ALL","ALL","GDL",0,0
"P040031346","AJBSMCH","US","USD","I","ALL","EXW","ALL","ALL","GDL",0,0
"P040031346","AJBSMCI","US","USD","I","ALL","XPR","ALL","ALL","GDL",0,0
"P040031346","AJBSMCJ","US","USD","I","ALL","WXP","ALL","ALL","GDL",0,0
"P040031346","AJBSMCK","US","USD","I","ALL","WXS","ALL","ALL","GDL",0,0
"P040031346","AJBSMCL","US","USD","I","ALL","XPD","ALL","ALL","GDL",0,0
"P040031346","AJBSMCM","US","USD","I","ALL","3DM","ALL","ALL","GDL",0,0
"P040031346","AJBSMCN","US","USD","I","ALL","WWS","ALL","ALL","GDL",0,0
"P040031346","AJBSMCO","US","USD","N","CWT","GND","ALL","REG","GDL",0,0
"P040031346","AJBSMCP","US","USD","N","CFC","GND","ALL","REG","GDL",0,0
"P040031346","AJBSMCQ","US","USD","N","CTP","GND","ALL","REG","GDL",0,0
"P040031346","AJBSMCR","US","USD","N","CWT","1DA","ALL","REG","GDL",0,0
"P040031346","AJBSMCS","US","USD","N","CFC","1DA","ALL","REG","GDL",0,0
"P040031346","AJBSMCT","US","USD","N","CTP","1DA","ALL","REG","GDL",0,0
"P040031346","AJBSMCU","US","USD","N","CWT","1DP","ALL","REG","GDL",0,0
"P040031346","AJBSMCV","US","USD","N","CFC","1DP","ALL","REG","GDL",0,0
"P040031346","AJBSMCW","US","USD","N","CTP","1DP","ALL","REG","GDL",0,0
"P040031346","AJBSMCX","US","USD","N","CWT","2DA","ALL","REG","GDL",0,0
"P040031346","AJBSMCY","US","USD","N","CFC","2DA","ALL","REG","GDL",0,0
"P040031346","AJBSMCZ","US","USD","N","CTP","2DA","ALL","REG","GDL",0,0
"P040031346","AJBSMDA","US","USD","N","CWT","2DM","ALL","REG","GDL",0,0
"P040031346","AJBSMFF","US","USD","N","CFC","2DM","ALL","REG","GDL",0,0
"P040031346","AJBSMFG","US","USD","N","CTP","2DM","ALL","REG","GDL",0,0
"P040031346","AJBSMFH","US","USD","N","CWT","3DS","ALL","REG","GDL",0,0
"P040031346","AJBSMFI","US","USD","N","CFC","3DS","ALL","REG","GDL",0,0
"P040031346","AJBSMFJ","US","USD","N","CTP","3DS","ALL","REG","GDL",0,0
"P040031346","AJBSMFK","US","USD","N","ALL","USB","ALL","ALL","GDL",0,0
"P040031346","AJBSMFL","US","USD","N","ALL","USG","ALL","ALL","GDL",0,0
"P040031346","AJBSMFM","US","USD","N","ALL","USL","ALL","ALL","GDL",0,0
"P040031346","AJBSMFN","US","USD","N","ALL","USM","ALL","ALL","GDL",0,0
"P040031346","AJBSMFO","US","USD","E","ALL","WXP","ALL","ALL","GFP",0,0
"P040031346","AJBSMFP","US","USD","I","ALL","WXP","ALL","ALL","GFD",0,0
"P040031346","AJBSMFQ","US","USD","I","ALL","GND","ALL","ALL","GPU",0,0
"P040031346","AJBSMFR","US","USD","I","ALL","EXW","ALL","ALL","GPU",0,0
"P040031346","AJBSMFS","US","USD","I","ALL","WWS","ALL","ALL","GPU",0,0
"P040031346","AJBSMFT","US","USD","I","ALL","WXP","ALL","ALL","GPU",0,0
"P040031346","AJBSMFU","US","USD","I","ALL","3DM","ALL","ALL","GPU",0,0
"P040031346","AJBSMFV","US","USD","I","ALL","WXS","ALL","ALL","GPU",0,0
"P040031346","AJBSMFW","US","USD","I","ALL","XPR","ALL","ALL","GPU",0,0
"P040031346","AJBSMFX","US","USD","I","ALL","XPD","ALL","ALL","GPU",0,0
"P040031356","AJCFBKF","US","USD","N","ALL","GND","ALL","ALL","GDL",5,0.01
"P040031356","AJCFBKG","US","USD","N","ALL","GND","ALL","ALL","RES",171,581.4
"P040031356","AJDGZFF","US","USD","N","FFC","GND","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFG","US","USD","N","SCR","GND","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFH","US","USD","N","SFC","GND","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFI","US","USD","N","SPB","GND","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFJ","US","USD","N","STC","GND","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFK","US","USD","N","STP","GND","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFL","US","USD","N","ALL","ALL","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFM","US","USD","E","ALL","ALL","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZFN","US","USD","E","ALL","ALL","ALL","ALL","GFP",0.24,0
"P040031356","AJDGZFO","US","USD","I","ALL","ALL","ALL","ALL","GFD",0.24,0
"P040031356","AJDGZFR","US","USD","I","ALL","ALL","ALL","ALL","GPU",0.24,0
"P040031356","AJDGZFU","US","USD","I","ALL","ALL","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZFV","US","USD","N","SPB","1DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFW","US","USD","N","SCR","1DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFX","US","USD","N","SFC","1DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFY","US","USD","N","FFC","1DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZFZ","US","USD","N","STP","1DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGE","US","USD","N","STC","1DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGF","US","USD","N","SPB","1DP","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGG","US","USD","N","SCR","1DP","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGH","US","USD","N","SFC","1DP","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGI","US","USD","N","FFC","1DP","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGJ","US","USD","N","STP","1DP","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGK","US","USD","N","STC","1DP","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGM","US","USD","N","SPB","1DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGN","US","USD","N","SCR","1DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGO","US","USD","N","SFC","1DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGP","US","USD","N","FFC","1DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGR","US","USD","N","STP","1DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGS","US","USD","N","STC","1DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGT","US","USD","N","SPB","2DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGV","US","USD","N","SCR","2DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGW","US","USD","N","SFC","2DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGX","US","USD","N","FFC","2DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZGY","US","USD","N","STP","2DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZHM","US","USD","N","STC","2DA","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZHN","US","USD","N","SPB","2DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZHZ","US","USD","N","SCR","2DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJA","US","USD","N","SFC","2DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJB","US","USD","N","FFC","2DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJE","US","USD","N","STP","2DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJF","US","USD","N","STC","2DM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJG","US","USD","N","SPB","3DS","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJH","US","USD","N","SCR","3DS","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJI","US","USD","N","SFC","3DS","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJJ","US","USD","N","FFC","3DS","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJK","US","USD","N","STP","3DS","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJL","US","USD","N","STC","3DS","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZJM","US","USD","E","ALL","GND","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZJN","US","USD","E","ALL","XPR","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZJO","US","USD","E","ALL","WXS","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZJP","US","USD","E","ALL","WXP","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZJQ","US","USD","E","ALL","XPD","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZJR","US","USD","E","ALL","EXW","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZJS","US","USD","E","ALL","WWS","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZJT","US","USD","I","ALL","GND","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZJU","US","USD","I","ALL","EXW","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZJV","US","USD","I","ALL","XPR","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZKA","US","USD","I","ALL","WXP","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZKB","US","USD","I","ALL","WXS","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZKC","US","USD","I","ALL","XPD","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZKJ","US","USD","I","ALL","3DM","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZKK","US","USD","I","ALL","WWS","ALL","ALL","GDL",0.24,0
"P040031356","AJDGZKL","US","USD","N","CWT","GND","ALL","REG","GDL",1,0.01
"P040031356","AJDGZKQ","US","USD","N","CFC","GND","ALL","REG","GDL",1,0.01
"P040031356","AJDGZKR","US","USD","N","CTP","GND","ALL","REG","GDL",1,0.01
"P040031356","AJDGZKS","US","USD","N","CWT","1DA","ALL","REG","GDL",1,0.01
"P040031356","AJDGZKT","US","USD","N","CFC","1DA","ALL","REG","GDL",1,0.01
"P040031356","AJDGZKV","US","USD","N","CTP","1DA","ALL","REG","GDL",1,0.01
"P040031356","AJDGZKW","US","USD","N","CWT","1DP","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLI","US","USD","N","CFC","1DP","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLK","US","USD","N","CTP","1DP","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLL","US","USD","N","CWT","2DA","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLN","US","USD","N","CFC","2DA","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLO","US","USD","N","CTP","2DA","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLP","US","USD","N","CWT","2DM","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLQ","US","USD","N","CFC","2DM","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLR","US","USD","N","CTP","2DM","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLS","US","USD","N","CWT","3DS","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLT","US","USD","N","CFC","3DS","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLU","US","USD","N","CTP","3DS","ALL","REG","GDL",1,0.01
"P040031356","AJDGZLV","US","USD","N","ALL","USB","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZLW","US","USD","N","ALL","USG","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZLX","US","USD","N","ALL","USL","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZLY","US","USD","N","ALL","USM","ALL","ALL","GDL",1,0.01
"P040031356","AJDGZLZ","US","USD","E","ALL","WXP","ALL","ALL","GFP",0.24,0
"P040031356","AJDGZMA","US","USD","I","ALL","WXP","ALL","ALL","GFD",0.24,0
"P040031356","AJDGZMB","US","USD","I","ALL","GND","ALL","ALL","GPU",0.24,0
"P040031356","AJDGZMC","US","USD","I","ALL","EXW","ALL","ALL","GPU",0.24,0
"P040031356","AJDGZMD","US","USD","I","ALL","WWS","ALL","ALL","GPU",0.24,0
"P040031356","AJDGZME","US","USD","I","ALL","WXP","ALL","ALL","GPU",0.24,0
"P040031356","AJDGZMF","US","USD","I","ALL","3DM","ALL","ALL","GPU",0.24,0
"P040031356","AJDGZMG","US","USD","I","ALL","WXS","ALL","ALL","GPU",0.24,0
"P040031356","AJDGZMH","US","USD","I","ALL","XPR","ALL","ALL","GPU",0.24,0
"P040031356","AJDGZMI","US","USD","I","ALL","XPD","ALL","ALL","GPU",0.24,0
"P040031369","AJCYSWZ","US","USD","N","ALL","GND","ALL","ALL","RES",244,829.6
"P040031395","AJDTXDB","US","USD","N","ALL","GND","ALL","ALL","RES",30,102
"P120031482","AJYGXLE","US","USD","N","ALL","1DA","ALL","ALL","GDL",100,0.1
"P120031482","AJYGXLF","US","USD","N","ALL","GND","ALL","ALL","GDL",110,0.1
"P120031482","AJYGXLG","US","USD","N","ALL","GND","ALL","ALL","RES",120,408
"P120031482","AJYGXLH","US","USD","N","ALL","1DA","ALL","ALL","RES",130,442
"P620031797","AJYGWMV","US","USD","N","ALL","ALL","ALL","ALL","RES",1,3.4
"P620031797","AJYGWMW","US","USD","N","ALL","1DA","ALL","ALL","RES",3,12
"P730031704","AJYGWLK","US","USD","E","ALL","ALL","ALL","ALL","AHC",0.48,5.17
"P75FY31822","AJQFSGT","US","USD","N","ALL","ALL","ALL","ALL","ADC",2,26.8
"P75FY31822","AJQFSGU","US","USD","N","ALL","ALL","ALL","ALL","COD",1,12.9
"P910031788","AJYGWMT","US","USD","N","ALL","ALL","ALL","ALL","RES",1,3.4
"P910031788","AJYGWMU","US","USD","N","ALL","1DM","ALL","ALL","RES",3,12
